UserID,Age,Gender,Location,Income,Debt,Owns Property,Profession,Demographics,Platform,Total Time Spent,Number of Sessions,Video Category,Video Length,Engagement,Importance Score,Time Spent On Video,Number of Videos Watched,Scroll Rate,ProductivityLoss,Satisfaction,Watch Reason,DeviceType,OS,Watch Time,Self Control,Addiction Level,CurrentActivity,ConnectionType,Watch Hour,Time per Session,Engagement Efficiency,Videos per Session,Video Consumption Ratio,Time of Day,Time per Session_log,Engagement Efficiency_log,Videos per Session_log,Video Consumption Ratio_log
220,0.5940212031814127,Male,Mexico,-1.638789950235216,0,0,Manager,Rural,Facebook,1.1273181667698697,4,Pranks,19,6205,2,7,18,74,3,7,Procrastination,Smartphone,Ios,20:30:00,5,5,At Home,Mobile Data,20,0.8402342566716704,-0.39086748623813944,-0.03445670037176085,-0.5851457052514781,Evening,0.6098928769257466,-0.4957194425580217,-0.03506433127478767,-0.8798279173919313
221,-1.4814209841257435,Male,India,-0.3622529575015021,1,1,Students,Urban,Instagram,-0.9105637973890381,12,Trends,18,4395,1,27,23,26,3,7,Boredom,Smartphone,Android,20:30:00,5,5,At School,Mobile Data,20,-0.5487780028168869,-0.04906620121062547,-0.3987790107653645,0.6889708540310882,Evening,-0.7957958273645106,-0.05031083106864856,-0.5087927094794761,0.524119381330464
222,-0.9625604372989545,Male,Indonesia,-0.39765962991016385,1,0,Students,Rural,Tiktok,-0.8628940438414613,17,Life Hacks,11,5767,9,9,13,86,6,4,Entertainment,Computer,Macos,15:45:00,8,2,At Work,Wi-Fi,15,-0.5890027922319401,0.09840319309654737,-0.5625828402446591,-0.2551034639915362,Afternoon,-0.8891688582606591,0.09385748251086878,-0.8268679402439272,-0.294509948087986
223,-0.5178228257331352,Other,Vietnam,0.5318498224181787,1,1,Waiting Staff,Rural,Facebook,-1.4587659631861711,2,Vlogs,24,3691,4,6,41,76,5,5,Entertainment,Tablet,Ios,18:05:00,7,3,At School,Mobile Data,18,-0.34136893239551863,0.6542399184726664,2.2249064648598895,0.10180268062677299,Evening,-0.41759173796222226,0.5033416395723841,1.170903946682916,0.09694763900575482
224,1.038758814747232,Other,United States,-0.5500347736688687,0,0,Students,Rural,Instagram,0.9962263445140335,13,Asmr,7,7470,1,18,9,32,6,4,Habit,Tablet,Ios,15:45:00,8,2,At School,Wi-Fi,15,-0.25136596607933703,-0.3236562615966134,-0.5724675540925477,-0.39709838174290657,Afternoon,-0.289505021119293,-0.39105384341336913,-0.8497250966258055,-0.5060012493684796
225,0.001037721093653793,Male,Philippines,-0.8698328969599595,0,1,Labor/Worker,Rural,Instagram,0.6744555080678901,18,Life Hacks,10,3841,1,18,49,91,6,4,Boredom,Tablet,Windows,15:45:00,8,2,At Home,Mobile Data,15,-0.415281982945679,-0.4600756922609085,-0.2858108525037819,-0.3587213769452389,Afternoon,-0.5366255700896583,-0.6163263201022035,-0.3366074392659733,-0.44429124715062224
226,-1.4072980488647737,Male,Pakistan,0.17736159032669674,1,0,Manager,Rural,Instagram,-1.2323346338351815,15,Pranks,7,4348,7,25,7,97,6,4,Boredom,Smartphone,Android,15:45:00,8,2,At Work,Wi-Fi,15,-0.6254565076393321,0.27846946810370155,-0.6035337976144828,1.3068406312735377,Afternoon,-0.9820473482935353,0.24566363443438316,-0.9251644814255623,0.8358788962998299
227,0.7422670737033524,Male,Japan,0.28581559997846645,1,1,Engineer,Rural,Facebook,0.030913835175603477,8,Entertainment,5,6621,2,26,41,52,3,7,Habit,Computer,Macos,20:30:00,5,5,At Work,Wi-Fi,20,-0.22195158881957927,-0.20888615729102408,0.05309362228096561,-0.04402993760436404,Evening,-0.25096653157201504,-0.23431339905582657,0.05173213924797484,-0.04502868190681225
228,-1.3331751136038037,Male,Vietnam,0.2745191854480839,1,0,Engineer,Rural,Facebook,-1.1608300035138162,15,Trends,12,1392,7,24,1,20,3,7,Habit,Smartphone,Android,20:30:00,5,5,At School,Wi-Fi,20,-0.6154003102855689,-0.38519401092937744,-0.660017876745274,1.0113376943314967,Evening,-0.9555522526025332,-0.48644852587096316,-1.078862241416807,0.6988000202789529
229,-0.14720814942828594,Other,United States,-1.2720358352021617,0,1,Manager,Rural,Instagram,-0.6126278377166832,1,Gaming,16,6060,7,14,2,40,6,4,Habit,Tablet,Android,15:45:00,8,2,At Home,Mobile Data,15,1.8081432519713891,-0.028584340890184797,-0.3874821949392062,-0.15532325151760024,Afternoon,1.0325235005216367,-0.029000829054430233,-0.49017726749875407,-0.168801270989092
230,-0.9625604372989545,Male,India,-1.641234696663433,0,0,Labor/Worker,Rural,Youtube,1.1392356051567638,10,Life Hacks,29,4255,9,14,4,59,3,7,Entertainment,Computer,Android,20:30:00,5,5,At Home,Mobile Data,20,-0.08493589987455417,-0.4727642047294215,-0.6134185114623711,-0.4738523913382419,Evening,-0.08876116137842939,-0.6401074011515051,-0.9504125960816131,-0.6421734807799709
231,-0.5919457609941051,Female,United States,-1.1280065499397844,0,1,Students,Rural,Youtube,-0.8628940438414613,12,Pranks,25,4300,7,14,14,77,3,7,Boredom,Tablet,Macos,20:30:00,5,5,At School,Mobile Data,20,-0.5404816400000322,-0.0917708799787443,-0.5046866591355981,-0.013328333766229994,Evening,-0.7775763815102753,-0.0962585973867497,-0.7025647048336595,-0.013417953216157588
232,0.6681441384423826,Male,Vietnam,0.8278748942348824,1,0,Cashier,Rural,Facebook,0.2811800413003816,5,Life Hacks,21,3338,1,25,32,14,3,7,Entertainment,Tablet,Ios,20:30:00,5,5,At School,Mobile Data,20,0.17401118198485113,-0.45384920672349455,0.23384267549949767,-0.14381015007830006,Evening,0.16042624604951541,-0.6048601632053023,0.21013342586397216,-0.1552631401398548
233,-1.110806307820894,Other,United States,1.2683507593188286,1,1,Students,Urban,Facebook,-0.14784774062780948,9,Life Hacks,18,5487,8,4,36,44,3,7,Boredom,Smartphone,Android,20:30:00,5,5,At Home,Wi-Fi,20,-0.3177368686141748,-0.24492399052483943,-0.10506179928524992,-0.5813080047717113,Evening,-0.38233987240291495,-0.28093685999894297,-0.11100061257203302,-0.8706197242953019
234,-1.3331751136038037,Male,Germany,-0.14365890617850266,1,0,Waiting Staff,Urban,Facebook,0.8532170838713031,8,Asmr,3,3514,8,4,2,86,5,5,Entertainment,Tablet,Ios,18:05:00,7,3,Commuting,Mobile Data,18,-0.004989130912135852,-0.4878081311347852,-0.634600041136418,-0.6235227100491458,Evening,-0.005001618176811367,-0.6690559802642063,-1.0067627476173777,-0.9768975524170771
235,-0.5919457609941051,Female,Brazil,-0.588771359315964,0,1,Driver,Urban,Instagram,-0.6364627144904715,16,Trends,20,759,4,15,40,82,6,4,Boredom,Smartphone,Ios,15:45:00,8,2,Commuting,Mobile Data,15,-0.55204626695686,-0.5698687045086308,-0.3168770960257171,-0.10543314528063236,Afternoon,-0.8030653263576026,-0.8436647785487753,-0.38108048834620356,-0.11141563906171514
236,0.37165239739850314,Female,Indonesia,0.8226903457750426,1,0,Students,Urban,Youtube,1.3060797425732826,14,Life Hacks,15,9915,8,15,14,48,6,4,Procrastination,Computer,Android,15:45:00,8,2,At School,Wi-Fi,15,-0.23728728978406832,-0.26014201274292686,-0.5286923927661843,-0.4738523913382419,Afternoon,-0.27087384518623747,-0.3012970203128948,-0.7522443042240573,-0.6421734807799709
237,-1.5555439193867133,Other,India,-0.9030898785438095,0,1,Teacher,Rural,Facebook,-0.8390591670676729,13,Jokes/Memes,5,8621,4,18,20,93,8,2,Habit,Computer,Macos,09:15:00,10,0,At Home,Mobile Data,9,-0.5492808126845751,0.4407779702130337,-0.4524388859396161,0.15936818782327453,Morning,-0.7969107779364932,0.3651832247939725,-0.6022811996663776,0.14787519106445415
238,-0.2954540199502257,Female,Vietnam,0.23485528219028548,1,0,Artist,Rural,Facebook,0.2692626029134874,13,Trends,13,6793,8,14,25,43,3,7,Habit,Tablet,Android,20:30:00,5,5,At Work,Mobile Data,20,-0.3695262849860559,-0.2493787951445353,-0.3987790107653645,-0.3855852803036063,Evening,-0.46128381355966874,-0.28685414214006816,-0.5087927094794761,-0.4870851395964766
239,0.8905129442252921,Male,Germany,1.368290307272325,1,1,Students,Rural,Tiktok,-1.1131602499662394,5,Jokes/Memes,19,2459,5,26,42,16,6,4,Habit,Computer,Ios,15:45:00,8,2,At School,Mobile Data,15,-0.4142763632103027,-0.21499999259667563,0.5162630711534539,1.0266884962505636,Afternoon,-0.5349072102217918,-0.24207155176874226,0.4162488019502286,0.7064031784282221
240,-0.36957695521119555,Female,Germany,-1.108322126112588,0,1,Waiting Staff,Rural,Instagram,-1.077407934805557,16,Jokes/Memes,12,5273,4,1,49,35,5,5,Procrastination,Tablet,Ios,18:05:00,7,3,Commuting,Wi-Fi,18,-0.6101208066748431,0.23607201724038934,-0.23779938524260935,-0.6311981110086793,Evening,-0.9419183485489276,0.21193862371379926,-0.2715454839861679,-0.9974956653189959
241,0.1492835916155935,Other,Philippines,-0.4432246452360725,0,1,Waiting Staff,Rural,Tiktok,1.7470249628883678,11,Life Hacks,23,1718,6,10,8,53,5,5,Entertainment,Smartphone,Windows,18:05:00,7,3,At Work,Mobile Data,18,-0.02485012068581837,-0.590145746225867,-0.5668191461794684,-0.5621195023728774,Evening,-0.025164097424843615,-0.891953661080954,-0.8365999619222072,-0.825809242300088
242,-1.5555439193867133,Other,United States,1.3254229431775522,1,1,Cashier,Rural,Youtube,1.6159331406325317,5,Life Hacks,21,9457,2,29,28,34,6,4,Entertainment,Tablet,Android,15:45:00,8,2,At School,Mobile Data,15,0.7371582337955965,-0.3117358188901169,0.12087451723791505,-0.30499357022850415,Afternoon,0.5522505791350758,-0.37358253058050706,0.11410919958889124,-0.3638341819903613
243,-0.36957695521119555,Male,Brazil,-0.2384982072731322,1,0,Driver,Rural,Tiktok,-0.3385267548181166,13,Life Hacks,5,5423,2,20,46,3,3,7,Procrastination,Smartphone,Android,20:30:00,5,5,At School,Mobile Data,20,-0.4680770190529363,-0.19767233876558282,-0.17001849028565985,-0.06705614048296465,Evening,-0.6312565727769605,-0.22023819939642156,-0.18635185589224182,-0.06941025195266583
244,-0.2954540199502257,Female,Germany,1.5785806508994833,1,1,Driver,Rural,Tiktok,1.151153043543658,11,Asmr,6,1308,2,10,21,68,3,7,Habit,Smartphone,Ios,20:30:00,5,5,At Home,Wi-Fi,20,-0.13898796065103194,-0.5951740429345352,-0.4001911127436342,-0.5390932994942769,Evening,-0.14964679166846448,-0.9042980398792482,-0.5111441957440455,-0.7745596414882238
245,0.5940212031814127,Male,Brazil,0.09824453781353244,1,0,Waiting Staff,Urban,Tiktok,-0.11209542546712689,19,Jokes/Memes,7,1050,9,10,23,5,6,4,Procrastination,Smartphone,Android,15:45:00,8,2,At School,Mobile Data,15,-0.5181066008879088,-0.5734632709948682,-0.49903825122251894,-0.4239622851012739,Afternoon,-0.7300323530596879,-0.8520567985129537,-0.6912255305576092,-0.5515821431750548
246,-1.259052178342834,Male,United States,-1.3955376806276127,0,0,Driver,Rural,Instagram,1.568263387084955,3,Life Hacks,26,5479,3,27,32,10,3,7,Habit,Smartphone,Android,20:30:00,5,5,At Home,Mobile Data,20,1.6655966544817942,-0.45092030069767153,0.8368102202206943,-0.3280197731071048,Evening,0.9804279179182431,-0.5995116762379181,0.6080304912721722,-0.3975263631584148
247,1.2611276205301414,Male,Vietnam,1.3906302315301708,1,0,Students,Rural,Youtube,0.2811800413003816,15,Jokes/Memes,10,2249,4,24,8,52,8,2,Entertainment,Computer,Windows,09:15:00,10,0,At Home,Mobile Data,9,-0.4125165286733941,-0.5175785151105458,-0.595061185744864,-0.16683635295690055,Morning,-0.531907167271749,-0.7289370970620577,-0.9040192992019577,-0.18252520107632472
248,0.6681441384423826,Female,Japan,0.6908847926537508,1,0,Students,Rural,Tiktok,1.1988227970912348,7,Life Hacks,16,2809,8,2,31,29,6,4,Habit,Smartphone,Windows,15:45:00,8,2,At Home,Mobile Data,15,0.1991516753692594,-0.5350290601035612,-0.04434141421964936,-0.6618997148468134,Afternoon,0.1816143696037451,-0.7657803701940332,-0.04535455756089281,-1.0844127258696978
249,1.1870046852691716,Female,United States,-0.9048180613637561,0,0,Students,Rural,Instagram,-0.05250823353265591,7,Jokes/Memes,8,2921,4,29,37,96,5,5,Habit,Smartphone,Ios,18:05:00,7,3,At School,Mobile Data,18,-0.1779557253968648,-0.445687185385799,0.07709935591155188,0.0634256758291054,Evening,-0.19596102332885537,-0.5900261042701149,0.07427164639051842,0.06149546683056722
250,1.1128817500082018,Male,Germany,1.5643336803350458,1,1,Labor/Worker,Rural,Youtube,-0.7556370983594135,6,Trends,9,4676,7,28,16,31,5,5,Procrastination,Smartphone,Android,18:05:00,7,3,At Work,Mobile Data,18,-0.3370950485201692,-0.10502264360606939,-0.29287136239513084,0.5277874338808841,Evening,-0.4111236603407067,-0.11095686114584837,-0.3465426811144506,0.4238205671147844
251,-0.4436998904721654,Other,India,0.050319077660379644,1,0,Waiting Staff,Urban,Facebook,0.3288497948479584,3,Gaming,27,4041,5,27,40,66,5,5,Entertainment,Smartphone,Android,18:05:00,7,3,At Home,Mobile Data,18,0.7942271537782034,-0.4179957102325631,1.212429346440456,-0.11310854624016589,Evening,0.5845743742266098,-0.5412774605434353,0.7940911635778293,-0.12003267872707535
252,1.1870046852691716,Female,United States,-0.29177681908807074,1,0,Driver,Rural,Tiktok,-0.23126980933606886,13,Entertainment,4,2417,9,8,42,76,3,7,Habit,Smartphone,Android,20:30:00,5,5,At Home,Mobile Data,20,-0.4507300786176946,-0.4616630364357427,-0.2137936516120231,-0.45850158941917485,Evening,-0.5991652982207615,-0.6192705885532102,-0.2405359912521409,-0.6134151477608655
253,-1.7037897899086532,Female,United States,1.4809172461722582,1,1,Engineer,Rural,Youtube,0.40035442516932357,7,Comedy,21,532,4,1,27,91,6,4,Habit,Smartphone,Windows,15:45:00,8,2,At Work,Mobile Data,15,-0.04144284631952784,-0.6197317934587436,-0.12483122698102687,-0.6734128162861137,Afternoon,-0.042326090021161084,-0.9668784685385886,-0.13333852777388866,-1.119058340753138
254,-0.9625604372989545,Male,Philippines,1.6265061110526362,1,1,Driver,Urban,Tiktok,-0.719884783198731,5,Gaming,21,9090,3,1,40,69,5,5,Habit,Smartphone,Android,18:05:00,7,3,At Work,Mobile Data,18,-0.248349106873208,0.37378180510487224,0.45977899202266265,-0.650386613407513,Evening,-0.28548330068736455,0.31756737850035394,0.37828504893490056,-1.0509273447654037
255,0.29752946213753323,Female,Indonesia,0.7815933153007032,1,1,Waiting Staff,Rural,Facebook,-0.66029759126426,18,Pranks,8,8167,2,4,41,37,5,5,Procrastination,Tablet,Ios,18:05:00,7,3,At Work,Mobile Data,18,-0.5719072567305424,0.22204194292088744,-0.34794333954765233,-0.5314178985347433,Evening,-0.8484154169922915,0.2005231833362259,-0.427623818297015,-0.7580439494013486
256,0.07516065635462366,Female,India,-0.50615579036242,0,0,Labor/Worker,Rural,Youtube,0.9843089061271393,8,Vlogs,25,1469,1,7,18,27,5,5,Habit,Smartphone,Macos,18:05:00,7,3,Commuting,Mobile Data,18,0.029453345024503516,-0.584892149053674,-0.35217964548246167,-0.5774703042919446,Evening,0.02902792836702269,-0.879216910716488,-0.43414185174820324,-0.8614955489552931
257,-0.07308521416731607,Male,India,-1.620074994819209,0,0,Engineer,Rural,Instagram,-1.5064357167337479,17,Life Hacks,7,9444,6,9,35,87,3,7,Procrastination,Smartphone,Windows,20:30:00,5,5,At Home,Wi-Fi,20,-0.6689495611943586,3.2194290687252973,-0.3790095830695875,0.6889708540310882,Evening,-1.1054845321155846,1.4396998271239068,-0.47643962884178165,0.524119381330464
258,0.5198982679204428,Male,Philippines,-0.09181342158010516,1,0,Engineer,Rural,Youtube,0.24542772613969904,1,Life Hacks,15,7292,2,16,49,33,6,4,Boredom,Smartphone,Windows,15:45:00,8,2,Commuting,Wi-Fi,15,3.618258775648785,-0.215020474456996,6.249397102928766,-0.3356951740666383,Afternoon,1.5300177456656603,-0.24209764365069572,1.9809183071920253,-0.4090141596476383
259,0.445775332659473,Male,United States,1.4811280001746907,1,1,Labor/Worker,Rural,Instagram,-0.5292057690084238,14,Asmr,21,8961,8,5,15,68,6,4,Habit,Smartphone,Ios,15:45:00,8,2,At School,Wi-Fi,15,-0.5138327170125594,0.2084727104585956,-0.5188076789182958,-0.5122293961359096,Afternoon,-0.7212025106282781,0.1893573395730463,-0.7314882528607612,-0.7179100576974269
260,1.3352505557911114,Male,United States,-1.2239417718470629,0,0,Waiting Staff,Urban,Youtube,0.16200565743143966,17,Pranks,3,9025,6,2,27,59,6,4,Boredom,Smartphone,Android,15:45:00,8,2,At Work,Mobile Data,15,-0.46179189570683427,-0.08903655162596544,-0.44537837604826724,-0.6465489129277463,Afternoon,-0.6195099826585838,-0.09325250505835542,-0.5894691563843345,-1.0400101707658473
261,0.8163900089643223,Male,United States,-1.6594438424736018,0,0,Artist,Rural,Instagram,-1.6732798541502667,10,Entertainment,17,7142,5,28,17,64,6,4,Habit,Smartphone,Ios,15:45:00,8,2,At School,Wi-Fi,15,-0.6782515437465895,5.999974739317203,-0.42984525428729964,9.07434640232147,Afternoon,-1.1339852304866094,1.945906540379831,-0.5618474712920825,2.309992232509676
262,-1.259052178342834,Male,Germany,1.1789489114869578,1,0,Students,Rural,Facebook,0.3169323564610642,12,Pranks,11,6000,2,23,40,85,8,2,Boredom,Smartphone,Windows,09:15:00,10,0,At Work,Mobile Data,9,-0.3330725695786639,-0.30398343475883016,-0.19967263182932526,-0.19753795679503472,Morning,-0.40507403895367095,-0.36238181829708327,-0.22273442480453154,-0.2200707232835198
263,-0.5919457609941051,Other,Philippines,1.5471361537365529,1,0,Driver,Rural,Facebook,-0.600710399329789,16,Life Hacks,9,7081,7,11,2,88,6,4,Entertainment,Smartphone,Windows,15:45:00,8,2,At School,Mobile Data,15,-0.5472695732138224,0.06879666400335033,-0.6529573668539251,-0.27429196639037007,Afternoon,-0.7924584149892993,0.06653340254102279,-1.0583076444897719,-0.3206075026068736
264,0.1492835916155935,Male,Vietnam,-0.04119031019581624,1,1,Labor/Worker,Rural,Facebook,0.4599416171037946,14,Entertainment,5,4649,2,18,49,44,8,2,Entertainment,Tablet,Android,09:15:00,10,0,At School,Wi-Fi,9,-0.3647495912430183,-0.39860962943926603,-0.17566689819873899,-0.3280197731071048,Morning,-0.4537360133236185,-0.508511020260696,-0.1931805810007734,-0.3975263631584148
265,-1.6296668546476831,Male,India,-0.45224491654018395,0,0,Students,Urban,Youtube,1.0558135364485044,16,Vlogs,25,6931,5,25,31,95,3,7,Procrastination,Computer,Macos,20:30:00,5,5,At Work,Mobile Data,20,-0.3287986857033145,-0.3534368865025341,-0.3959548068088249,-0.2934804687892039,Evening,-0.39868616570131177,-0.43608446218245883,-0.5041062606822382,-0.34740443221377476
266,-1.7037897899086532,Male,Mexico,0.6647934471526061,1,1,Driver,Rural,Facebook,0.06666615033628608,8,Pranks,10,3424,2,25,37,88,5,5,Habit,Tablet,Android,18:05:00,7,3,Commuting,Mobile Data,18,-0.2126496062673482,-0.42584026273529196,-0.01751147663252346,-0.08240694240203174,Evening,-0.23908190254262102,-0.5548476334598609,-0.017666616357859266,-0.0860012790216997
267,-0.8884375020379846,Male,Pakistan,-0.7619689985150008,0,0,Driver,Rural,Tiktok,1.63976801740632,10,Jokes/Memes,15,1091,2,19,41,49,6,4,Habit,Smartphone,Android,15:45:00,8,2,At Home,Mobile Data,15,0.020654172339960582,-0.6105251972447056,-0.09094077950255215,-0.439313087020341,Afternoon,0.02044376715342367,-0.9429561070211708,-0.0953450378646674,-0.578592616628455
268,-1.4072980488647737,Male,United States,-0.12334222034400869,1,1,Artist,Urban,Facebook,0.5552811241989482,17,Vlogs,28,9388,7,13,41,53,3,7,Habit,Tablet,Ios,20:30:00,5,5,At School,Wi-Fi,20,-0.41301933854108214,-0.16362124598285016,-0.32958601383014513,-0.439313087020341,Evening,-0.5327634044004467,-0.17867371345144709,-0.39985986760668,-0.578592616628455
269,0.9646358794862621,Female,India,0.09651635499358587,1,0,Waiting Staff,Urban,Instagram,-0.17168261740159788,18,Pranks,29,9852,9,24,34,74,3,7,Habit,Smartphone,Macos,20:30:00,5,5,At School,Mobile Data,20,-0.5145869318140917,0.08726106108222771,-0.4030153167001738,-0.021003734725763532,Evening,-0.7227550635429584,0.0836617458926799,-0.5158638220328526,-0.021227451296251042
270,0.5940212031814127,Female,India,1.5092425840991877,1,1,Driver,Rural,Instagram,-1.6136926622157957,16,Comedy,14,7849,5,11,34,49,6,4,Boredom,Smartphone,Android,15:45:00,8,2,At Home,Wi-Fi,15,-0.6807655930850304,4.3746264726584725,-0.3705369711999688,1.9477366113945873,Afternoon,-1.1418296281285276,1.6816890781400553,-0.46288815827881574,1.0810376254898035
271,-1.110806307820894,Male,India,1.0012411366358653,1,0,Labor/Worker,Rural,Instagram,-1.1369951267400278,17,Asmr,4,4654,7,20,3,66,5,5,Entertainment,Smartphone,Android,18:05:00,7,3,At Work,Mobile Data,18,-0.6231938632347355,0.20190827422589433,-0.6444847549843065,0.6774577525917879,Evening,-0.9760244498805348,0.183910522241032,-1.0341871473511495,0.5172794048024681
272,1.2611276205301414,Other,Philippines,0.6555624218460622,1,1,Driver,Rural,Youtube,-1.0654904964186627,16,Gaming,21,260,4,19,17,95,5,5,Habit,Tablet,Android,18:05:00,7,3,At Home,Mobile Data,18,-0.6083609721379346,-0.6062342475075732,-0.5202197808965656,0.48173502812368285,Evening,-0.9374147107226507,-0.9319990833125532,-0.7344271568056677,0.3932137174496324
273,0.8163900089643223,Other,United States,1.3649182432334046,1,0,Waiting Staff,Rural,Tiktok,0.5314462474251598,19,Pranks,20,5936,2,17,14,63,6,4,Boredom,Tablet,Macos,15:45:00,8,2,At Home,Mobile Data,15,-0.4464561947423452,-0.3390278977671041,-0.5654070442011986,-0.3587213769452389,Afternoon,-0.5914143876747787,-0.4140436454176503,-0.8333454197614807,-0.44429124715062224
